filename,model,codec,quality,true_class,original_pred,compressed_pred,original_confidence,compressed_confidence,original_correct,compressed_correct
Forest/Forest_2281.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.999988317489624,0.9999881982803345,True,False
Forest/Forest_1419.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999438524246216,1.0,True,False
Forest/Forest_462.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9972324967384338,0.9999877214431763,True,False
Forest/Forest_2445.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.999996542930603,0.9999955892562866,True,False
Forest/Forest_551.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9994930028915405,0.9996696710586548,True,False
Forest/Forest_2430.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999942779541016,0.999993085861206,True,False
Forest/Forest_955.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999992847442627,0.9999991655349731,True,False
Forest/Forest_2153.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9745593070983887,0.9999550580978394,True,False
Forest/Forest_654.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.928280770778656,0.9990968704223633,True,False
Forest/Forest_2944.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999867677688599,0.9999996423721313,True,False
Forest/Forest_2802.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999727010726929,1.0,True,False
Forest/Forest_1966.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9983240962028503,0.999866247177124,True,False
Forest/Forest_887.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9994524121284485,1.0,True,False
Forest/Forest_2686.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9980043768882751,0.999975323677063,True,False
Forest/Forest_1725.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,HerbaceousVegetation,0.9992856383323669,0.7890331745147705,True,False
Forest/Forest_220.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.7842068672180176,0.9999994039535522,True,False
Forest/Forest_2347.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9997319579124451,0.9999997615814209,True,False
Forest/Forest_1688.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999326467514038,1.0,True,False
Forest/Forest_850.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9914149641990662,0.9998859167098999,True,False
Forest/Forest_1373.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999512434005737,1.0,True,False
Forest/Forest_426.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9872180819511414,1.0,True,False
Forest/Forest_1229.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,HerbaceousVegetation,0.8565987944602966,0.9286283254623413,True,False
Forest/Forest_2024.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999715089797974,0.9999979734420776,True,False
Forest/Forest_1757.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999743700027466,0.9999549388885498,True,False
Forest/Forest_1790.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.999987006187439,0.9990767240524292,True,False
